"CNT","SCHOOLID","SHORTMATH","SHORTSCI","STDTEST","SCHLSIZE","PCGIRLS","SCHLTYPE","STRATIO","STIDSTD","GRADE","SEX","MATHINT","MATHUTIL","MATHCONF","MATHANX","COGLEARN","METACOG"
"RUS",1,1,1,2,1174,0.478,3,15.865,1,10,2,3.5,2.25,2.125,3,3,2.8
"RUS",1,1,1,2,1174,0.478,3,15.865,2,10,1,3.25,2,1.5,3.16666666666667,3,2.2
"RUS",1,1,1,2,1174,0.478,3,15.865,3,10,2,2.25,3,1.375,2.66666666666667,2.2,2
"RUS",1,1,1,2,1174,0.478,3,15.865,4,10,1,3,2.5,2.625,2.33333333333333,2.8,2.2
"RUS",1,1,1,2,1174,0.478,3,15.865,5,10,2,2.25,2.66666666666667,2,2.83333333333333,2.2,2.2
"RUS",1,1,1,2,1174,0.478,3,15.865,6,10,1,3,1.25,2.375,1.83333333333333,2.8,2.4
"RUS",1,1,1,2,1174,0.478,3,15.865,7,9,2,3,2.25,2.625,2.2,2.4,2
"RUS",1,1,1,2,1174,0.478,3,15.865,8,10,2,3.75,3.25,2.375,3,2.6,2.2
"RUS",1,1,1,2,1174,0.478,3,15.865,9,11,2,4,2.25,2.875,1.83333333333333,3.4,3
"RUS",1,1,1,2,1174,0.478,3,15.865,10,10,2,2.75,1.5,2,2.6,2.2,2
"RUS",1,1,1,2,1174,0.478,3,15.865,11,10,2,3,3.33333333333333,2.625,2.66666666666667,2.6,2.8
"RUS",1,1,1,2,1174,0.478,3,15.865,12,10,2,3.25,2.75,2.125,2.16666666666667,2.2,2
"RUS",1,1,1,2,1174,0.478,3,15.865,13,10,2,2.5,1.75,1,4,1,1
"RUS",1,1,1,2,1174,0.478,3,15.865,14,9,2,3,2,2.25,2.83333333333333,2,1.8
"RUS",1,1,1,2,1174,0.478,3,15.865,15,10,2,2.5,2.5,1.5,2.5,1.8,1.4
"RUS",1,1,1,2,1174,0.478,3,15.865,16,10,1,2.5,2.25,2.75,2.83333333333333,2.2,2.2
"RUS",1,1,1,2,1174,0.478,3,15.865,17,10,1,3,2.5,2.125,2.33333333333333,2.6,2
"RUS",1,1,1,2,1174,0.478,3,15.865,18,10,1,1,1,2,2.5,1.8,1.75
"RUS",1,1,1,2,1174,0.478,3,15.865,19,9,2,2.25,2,2.25,3,2.2,2.4
"RUS",1,1,1,2,1174,0.478,3,15.865,20,10,1,3.25,3.5,1.375,2.33333333333333,2.6,2.4
"RUS",1,1,1,2,1174,0.478,3,15.865,21,9,2,2.75,2.75,2.625,2.83333333333333,2.2,2
"RUS",1,1,1,2,1174,0.478,3,15.865,22,10,2,2.75,2.25,2.375,2.33333333333333,2.4,2.8
"RUS",1,1,1,2,1174,0.478,3,15.865,23,10,1,3,2.25,2.25,2.33333333333333,2.6,2
"RUS",1,1,1,2,1174,0.478,3,15.865,24,10,1,2.75,2.5,2.5,2.83333333333333,3,2.4
"RUS",1,1,1,2,1174,0.478,3,15.865,25,10,1,3,2.25,2.25,2.66666666666667,3,2.4
"RUS",1,1,1,2,1174,0.478,3,15.865,26,10,1,3,2,2.5,2,2.6,2.2
"RUS",1,1,1,2,1174,0.478,3,15.865,27,10,1,3.5,3,2.125,2.83333333333333,2.8,2.8
"RUS",1,1,1,2,1174,0.478,3,15.865,28,10,1,3,3.25,2.875,1.83333333333333,3.2,2.8
"RUS",1,1,1,2,1174,0.478,3,15.865,29,9,1,2,1,2,2.83333333333333,2.6,2.4
"RUS",1,1,1,2,1174,0.478,3,15.865,30,10,1,3,3,2.85714285714286,1,2.2,1.8
"RUS",1,1,1,2,1174,0.478,3,15.865,31,10,2,3.25,1,2.25,3,2.2,2.4
"RUS",1,1,1,2,1174,0.478,3,15.865,32,10,1,1.75,1.25,1.875,2.5,1.2,1.6
"RUS",1,1,1,2,1174,0.478,3,15.865,33,9,2,3,3,3.28571428571429,1.66666666666667,2.66666666666667,2.4
"RUS",1,1,1,2,1174,0.478,3,15.865,34,9,1,2.25,1.25,1.875,3.16666666666667,2.2,1.4
"RUS",1,1,1,2,1174,0.478,3,15.865,35,10,2,3,2,2,3.16666666666667,2.6,2.2
"RUS",10,2,3,2,1396,0.522,3,14.772,279,10,1,2.25,1.25,1.625,2.16666666666667,2.6,1.8
"RUS",10,2,3,2,1396,0.522,3,14.772,280,9,1,2,1.25,2.25,2.33333333333333,2.4,2
"RUS",10,2,3,2,1396,0.522,3,14.772,281,9,1,2.75,2,2.625,1.5,2.4,2
"RUS",10,2,3,2,1396,0.522,3,14.772,282,10,1,2.25,1.75,2.25,2.16666666666667,2.4,1.4
"RUS",10,2,3,2,1396,0.522,3,14.772,283,9,2,2,1,2,2.33333333333333,2,2
"RUS",10,2,3,2,1396,0.522,3,14.772,284,9,2,2.5,1.75,1.25,2.66666666666667,2.6,1.8
"RUS",10,2,3,2,1396,0.522,3,14.772,285,9,1,3.25,2.75,1.875,2,2.4,2.6
"RUS",10,2,3,2,1396,0.522,3,14.772,286,10,2,3,1.75,1.875,2.66666666666667,2.4,2.4
"RUS",10,2,3,2,1396,0.522,3,14.772,287,10,2,3,2,1.875,2.5,2.8,2.4
"RUS",10,2,3,2,1396,0.522,3,14.772,288,9,1,2.25,2,2,2.66666666666667,2.8,2.2
"RUS",10,2,3,2,1396,0.522,3,14.772,289,10,1,2.75,1.5,1.25,2.66666666666667,2.8,2
"RUS",10,2,3,2,1396,0.522,3,14.772,290,9,2,2.5,2,2,2.66666666666667,2,2.4
"RUS",10,2,3,2,1396,0.522,3,14.772,291,10,1,2.25,2.25,1.875,4,2.6,2.6
"RUS",10,2,3,2,1396,0.522,3,14.772,292,9,2,2.75,2,2.875,2.16666666666667,2,2
"RUS",10,2,3,2,1396,0.522,3,14.772,293,8,1,2.25,1.5,2.25,3.33333333333333,2.8,2
"RUS",10,2,3,2,1396,0.522,3,14.772,294,9,2,2.25,2.5,2,2.66666666666667,2.4,1.6
"RUS",10,2,3,2,1396,0.522,3,14.772,295,9,1,2,2,2.25,1.66666666666667,2.4,2.2
"RUS",10,2,3,2,1396,0.522,3,14.772,296,9,2,2.75,2,1.75,2.33333333333333,2.6,2.2
"RUS",10,2,3,2,1396,0.522,3,14.772,297,9,1,2.66666666666667,1.75,2.625,2.66666666666667,2.8,2
"RUS",10,2,3,2,1396,0.522,3,14.772,298,9,1,4,3.75,2.5,3,3,2.6
"RUS",10,2,3,2,1396,0.522,3,14.772,299,10,1,2.25,1.5,1.75,3,2.2,1.8
"RUS",10,2,3,2,1396,0.522,3,14.772,300,10,2,2.5,2.25,1.25,2.83333333333333,2.6,2
"RUS",10,2,3,2,1396,0.522,3,14.772,301,9,2,2.5,2.25,2.5,2.66666666666667,2,2.2
"RUS",10,2,3,2,1396,0.522,3,14.772,302,10,1,2.75,3,2.5,2.33333333333333,2.6,2.6
"RUS",10,2,3,2,1396,0.522,3,14.772,303,9,1,1.75,2.25,3.125,2.16666666666667,3,2.8
"RUS",10,2,3,2,1396,0.522,3,14.772,304,9,2,3.5,2.5,1.625,2.5,3,2.6
"RUS",10,2,3,2,1396,0.522,3,14.772,305,8,1,2,2,2.125,2.66666666666667,2.2,2
"RUS",10,2,3,2,1396,0.522,3,14.772,306,8,1,2.25,2.25,2.75,2.5,2.4,2.2
"RUS",10,2,3,2,1396,0.522,3,14.772,307,10,1,2.25,1.75,1.5,4,1.6,1
"RUS",10,2,3,2,1396,0.522,3,14.772,308,9,2,2.75,2.5,2.375,2,2.8,2.4
"RUS",10,2,3,2,1396,0.522,3,14.772,309,9,2,3,1.75,2,2.66666666666667,2.6,2.2
"RUS",10,2,3,2,1396,0.522,3,14.772,310,9,2,2.25,1.25,1.75,2.83333333333333,2.2,2.2
"RUS",10,2,3,2,1396,0.522,3,14.772,311,10,1,2.25,2,1.5,3.33333333333333,2.4,2
"RUS",10,2,3,2,1396,0.522,3,14.772,312,10,2,3,1.75,2,2,2.8,2.4
"RUS",101,3,1,2,672,0.454,3,12.923,2778,10,1,2.5,2,1.5,3.33333333333333,2.8,2.4
"RUS",101,3,1,2,672,0.454,3,12.923,2779,10,1,2.75,1.75,2.625,2,2.8,2.2
"RUS",101,3,1,2,672,0.454,3,12.923,2781,10,2,3,2,2,2.83333333333333,2.2,2.2
"RUS",101,3,1,2,672,0.454,3,12.923,2782,10,2,3.25,2.5,2,2,2.8,3
"RUS",101,3,1,2,672,0.454,3,12.923,2783,10,2,3.25,2.25,1.875,2.83333333333333,2.8,2.4
"RUS",101,3,1,2,672,0.454,3,12.923,2785,10,1,3.25,1,1.25,3.66666666666667,3,2.6
"RUS",101,3,1,2,672,0.454,3,12.923,2786,10,1,3,2.5,2.5,2.33333333333333,2.6,2
"RUS",101,3,1,2,672,0.454,3,12.923,2787,10,2,2.5,1.5,1.5,2.33333333333333,2.6,2.2
"RUS",101,3,1,2,672,0.454,3,12.923,2788,9,2,3.5,2.75,1.75,2.66666666666667,2.8,2.5
"RUS",101,3,1,2,672,0.454,3,12.923,2789,10,1,2.75,2.5,2.5,2.16666666666667,2.8,2
"RUS",101,3,1,2,672,0.454,3,12.923,2790,10,2,2.75,3,2.375,2.5,2.8,2.6
"RUS",101,3,1,2,672,0.454,3,12.923,2791,10,1,1.5,2.5,2,2.66666666666667,2.2,2
"RUS",101,3,1,2,672,0.454,3,12.923,2792,9,1,2.75,2,1.75,3.16666666666667,2.4,2.2
"RUS",101,3,1,2,672,0.454,3,12.923,2793,9,1,2.25,2.25,2.25,2.66666666666667,2.6,2.2
"RUS",101,3,1,2,672,0.454,3,12.923,2794,10,2,2.25,2,2,2,2.2,2.8
"RUS",101,3,1,2,672,0.454,3,12.923,2795,10,1,3,2.75,2.125,2.66666666666667,2.8,2
"RUS",101,3,1,2,672,0.454,3,12.923,2796,10,1,2.75,2.75,2.25,2.66666666666667,2.4,2
"RUS",101,3,1,2,672,0.454,3,12.923,2797,10,1,3.25,2,2.5,1.83333333333333,2.2,2
"RUS",101,3,1,2,672,0.454,3,12.923,2798,10,1,2.75,2,2.375,3.33333333333333,2.8,2
"RUS",101,3,1,2,672,0.454,3,12.923,2799,10,2,3,2,2.25,2.83333333333333,2.2,2.4
"RUS",101,3,1,2,672,0.454,3,12.923,2800,10,2,3,2,2,2.33333333333333,2.8,2
"RUS",101,3,1,2,672,0.454,3,12.923,2801,10,1,4,3.5,1.75,1.5,2.8,2.4
"RUS",101,3,1,2,672,0.454,3,12.923,2803,10,1,3,2,2.57142857142857,3,2.8,2.6
"RUS",101,3,1,2,672,0.454,3,12.923,2804,9,1,3,2,2.625,2.66666666666667,2.6,2.4
"RUS",101,3,1,2,672,0.454,3,12.923,2805,10,1,1.5,2.5,1.875,2.83333333333333,2.2,2
"RUS",101,3,1,2,672,0.454,3,12.923,2806,10,2,3,2,1.875,2.83333333333333,2.4,2.2
"RUS",101,3,1,2,672,0.454,3,12.923,2807,9,1,2.75,2.5,2.75,3,3,2.8
"RUS",101,3,1,2,672,0.454,3,12.923,2808,10,2,3.25,3.25,2.25,2.66666666666667,2.8,2.6
"RUS",101,3,1,2,672,0.454,3,12.923,2809,9,2,2.75,2,2,3,2.2,2.2
"RUS",101,3,1,2,672,0.454,3,12.923,2810,10,2,1,1,1,3.33333333333333,1.2,1
"RUS",101,3,1,2,672,0.454,3,12.923,2811,10,2,3.75,2,1.625,2.83333333333333,2.6,1.4
"RUS",102,3,2,2,995,0.545,3,14.317,2813,10,1,4,1.5,1.75,2.66666666666667,2.4,1.6
"RUS",102,3,2,2,995,0.545,3,14.317,2814,9,2,3,2,1.75,2.83333333333333,2.8,2.4
"RUS",102,3,2,2,995,0.545,3,14.317,2815,10,2,2.25,2.75,1.875,3,2.2,2
"RUS",102,3,2,2,995,0.545,3,14.317,2816,10,2,3,2,2.25,1.83333333333333,3.2,2.4
"RUS",102,3,2,2,995,0.545,3,14.317,2817,10,2,3.25,2.75,2.25,2.66666666666667,3,2
"RUS",102,3,2,2,995,0.545,3,14.317,2818,10,1,2.5,1,1.375,2.5,1.8,1.2
"RUS",102,3,2,2,995,0.545,3,14.317,2819,10,2,2.25,1,1.625,2.5,1.4,2.2
"RUS",102,3,2,2,995,0.545,3,14.317,2820,10,2,3,1.75,1.625,2.5,2.6,1.8
"RUS",102,3,2,2,995,0.545,3,14.317,2821,9,2,3,2.5,2.375,2.83333333333333,2.4,2
"RUS",102,3,2,2,995,0.545,3,14.317,2822,10,1,3,2.75,2.25,2,2.4,2
"RUS",102,3,2,2,995,0.545,3,14.317,2823,10,1,1.25,1,1,4,1.4,1
"RUS",102,3,2,2,995,0.545,3,14.317,2824,9,1,1.75,2,1.75,2.66666666666667,2,1.6
"RUS",102,3,2,2,995,0.545,3,14.317,2825,9,2,2.75,2.75,2,3.83333333333333,2.6,2
"RUS",102,3,2,2,995,0.545,3,14.317,2826,10,1,2.25,1.25,1.5,3.33333333333333,1.2,1.8
"RUS",102,3,2,2,995,0.545,3,14.317,2827,10,1,3,2.25,2.5,2.83333333333333,2.2,2.2
"RUS",102,3,2,2,995,0.545,3,14.317,2828,9,1,2,2,1.625,2.83333333333333,1.8,1
"RUS",102,3,2,2,995,0.545,3,14.317,2829,10,2,2.5,1,1.375,1.83333333333333,1.8,2.2
"RUS",102,3,2,2,995,0.545,3,14.317,2830,10,2,2.5,1.75,1.125,3.16666666666667,2.2,1.8
"RUS",102,3,2,2,995,0.545,3,14.317,2831,9,2,2.75,2,2.5,2.33333333333333,2.2,1.6
"RUS",102,3,2,2,995,0.545,3,14.317,2832,9,1,3,1.5,1.75,1.66666666666667,1.8,1.2
"RUS",102,3,2,2,995,0.545,3,14.317,2833,10,1,4,3,2,2.83333333333333,3.2,2.4
"RUS",102,3,2,2,995,0.545,3,14.317,2834,10,1,1.75,3,1.375,2.66666666666667,1.8,1.4
"RUS",102,3,2,2,995,0.545,3,14.317,2835,10,2,3,1,2.125,2.83333333333333,2.4,2
"RUS",102,3,2,2,995,0.545,3,14.317,2836,9,2,3.25,3,1.75,2,3,2.4
"RUS",102,3,2,2,995,0.545,3,14.317,2837,10,1,3,2.25,2.5,2.5,3,2
"RUS",102,3,2,2,995,0.545,3,14.317,2838,10,1,3.5,2.75,2.375,1.66666666666667,2.8,2.2
"RUS",102,3,2,2,995,0.545,3,14.317,2839,9,2,1,1.5,2,3,2.4,1.8
"RUS",102,3,2,2,995,0.545,3,14.317,2840,10,2,2.75,2,1.125,2.16666666666667,1.8,2.2
"RUS",102,3,2,2,995,0.545,3,14.317,2841,9,1,2.25,2,2,3.16666666666667,2.6,2.4
"RUS",102,3,2,2,995,0.545,3,14.317,2842,11,2,3,2.25,2.375,2.66666666666667,3,2.2
"RUS",102,3,2,2,995,0.545,3,14.317,2843,8,1,2,1.75,1.625,3,2.2,2
"RUS",102,3,2,2,995,0.545,3,14.317,2844,9,1,1.25,1.5,2,2.33333333333333,2,1.8
"RUS",102,3,2,2,995,0.545,3,14.317,2845,10,2,2.5,1.5,1.375,2.16666666666667,2,1
"RUS",103,1,1,2,282,0.794,3,12.533,2846,10,1,3,2.75,2.625,2,3,2
"RUS",103,1,1,2,282,0.794,3,12.533,2847,10,1,2.5,2.75,2.375,2.16666666666667,2.6,2
"RUS",103,1,1,2,282,0.794,3,12.533,2848,10,1,2.75,2.5,2.375,1.83333333333333,2.8,2.6
"RUS",103,1,1,2,282,0.794,3,12.533,2849,10,1,2.75,2.75,2.375,2.66666666666667,2.8,2.2
"RUS",103,1,1,2,282,0.794,3,12.533,2850,10,1,3,3,2.25,2.33333333333333,2.6,2.2
"RUS",103,1,1,2,282,0.794,3,12.533,2851,10,1,1.75,2.75,2.25,3,2,1.8
"RUS",103,1,1,2,282,0.794,3,12.533,2852,10,2,2.5,2.75,1.5,2.16666666666667,2.4,2
"RUS",103,1,1,2,282,0.794,3,12.533,2853,10,2,2.25,2.75,1.75,2.5,2.4,2.4
"RUS",103,1,1,2,282,0.794,3,12.533,2854,10,1,2,2.75,1.75,2.83333333333333,2.6,2.2
"RUS",103,1,1,2,282,0.794,3,12.533,2855,10,1,2.5,2,2.5,2.66666666666667,2.6,2.6
"RUS",103,1,1,2,282,0.794,3,12.533,2856,10,1,2.75,2.25,2.25,2.16666666666667,2.6,2
"RUS",103,1,1,2,282,0.794,3,12.533,2857,10,1,3,3,2.125,1.5,2,1
"RUS",103,1,1,2,282,0.794,3,12.533,2858,10,1,1.75,2,2.375,2.16666666666667,2.2,2
"RUS",103,1,1,2,282,0.794,3,12.533,2859,10,1,2,2.75,2.25,2.83333333333333,2.6,2
"RUS",103,1,1,2,282,0.794,3,12.533,2860,10,1,3,2.75,2.25,1.66666666666667,2.4,2
"RUS",103,1,1,2,282,0.794,3,12.533,2861,10,1,3,3,3.125,2,2.6,2.2
"RUS",103,1,1,2,282,0.794,3,12.533,2862,10,1,2.25,2.5,2.375,2.33333333333333,2.6,1.8
"RUS",103,1,1,2,282,0.794,3,12.533,2863,10,2,3.5,2.5,2.25,1.83333333333333,2.6,2.2
"RUS",103,1,1,2,282,0.794,3,12.533,2864,10,2,2.5,2.75,1.75,2.83333333333333,2.6,2.2
"RUS",103,1,1,2,282,0.794,3,12.533,2865,10,1,2.25,3,2.375,2.66666666666667,2.8,2.2
"RUS",103,1,1,2,282,0.794,3,12.533,2866,10,2,3.75,2.5,1.625,1.33333333333333,2.4,2.2
"RUS",103,1,1,2,282,0.794,3,12.533,2867,10,1,3,3,2,2,3,2.2
"RUS",103,1,1,2,282,0.794,3,12.533,2868,10,1,2,2,2.5,2,2,2
"RUS",103,1,1,2,282,0.794,3,12.533,2869,10,1,2.75,2.75,2.625,2.5,2.8,2
"RUS",103,1,1,2,282,0.794,3,12.533,2870,10,1,2.75,2.75,2.375,2.16666666666667,2.25,2.2
"RUS",103,1,1,2,282,0.794,3,12.533,2871,10,2,3,2.75,2.125,2.33333333333333,2.6,2.2
"RUS",104,2,2,2,676,0.5,3,12.755,2872,10,2,3.5,1.75,2.25,1.5,2.4,1.8
"RUS",104,2,2,2,676,0.5,3,12.755,2873,10,1,2.75,2.75,2.125,2.83333333333333,2.6,2
"RUS",104,2,2,2,676,0.5,3,12.755,2874,10,2,2.5,1,1.375,2.33333333333333,1.8,1.8
"RUS",104,2,2,2,676,0.5,3,12.755,2875,9,2,2.75,2.5,2.25,2.5,2.4,2.8
"RUS",104,2,2,2,676,0.5,3,12.755,2876,9,1,2,1.75,2.375,2.5,2.8,2
"RUS",104,2,2,2,676,0.5,3,12.755,2877,9,2,2.25,2,1.25,2.83333333333333,1.8,2.2
"RUS",104,2,2,2,676,0.5,3,12.755,2878,8,2,2.5,2.75,1.5,2.5,2.6,1.4
"RUS",104,2,2,2,676,0.5,3,12.755,2879,10,1,2.5,1.5,1.875,2.66666666666667,2.4,1.8
"RUS",104,2,2,2,676,0.5,3,12.755,2880,9,1,2.75,2.5,2,3,2.8,2.2
"RUS",104,2,2,2,676,0.5,3,12.755,2881,8,1,2.75,3,2.25,2.5,2.8,2.4
"RUS",104,2,2,2,676,0.5,3,12.755,2882,10,1,3,3,2,2.83333333333333,2.8,2.2
"RUS",104,2,2,2,676,0.5,3,12.755,2883,10,1,3,2.25,2.125,2.33333333333333,2.6,2
"RUS",104,2,2,2,676,0.5,3,12.755,2884,10,1,3,3,2.5,1.4,2,1.8
"RUS",104,2,2,2,676,0.5,3,12.755,2885,9,2,2.5,2.25,2,3,2.8,2.8
"RUS",104,2,2,2,676,0.5,3,12.755,2886,10,1,4,4,1.875,1.83333333333333,3.2,2.2
"RUS",104,2,2,2,676,0.5,3,12.755,2887,10,2,3.5,1,2,3.16666666666667,2.6,2.2
"RUS",104,2,2,2,676,0.5,3,12.755,2888,9,2,1.5,2,1,2.83333333333333,1.2,1
"RUS",104,2,2,2,676,0.5,3,12.755,2889,10,2,2.25,1.5,2.125,2.83333333333333,2,1.2
"RUS",104,2,2,2,676,0.5,3,12.755,2890,9,1,3.25,2.25,2.75,2.33333333333333,3,2.6
"RUS",104,2,2,2,676,0.5,3,12.755,2891,10,1,2,1.25,1.625,2.83333333333333,2.4,1.4
"RUS",104,2,2,2,676,0.5,3,12.755,2892,10,2,2,1,1.375,3.33333333333333,1.8,2.4
"RUS",104,2,2,2,676,0.5,3,12.755,2893,9,1,3,2.25,2.25,2.66666666666667,3.4,2.4
"RUS",104,2,2,2,676,0.5,3,12.755,2894,9,1,2.75,2.25,2.5,2.83333333333333,2.2,2.2
"RUS",104,2,2,2,676,0.5,3,12.755,2895,8,1,2.75,2,2.5,1.66666666666667,2.2,1.6
"RUS",104,2,2,2,676,0.5,3,12.755,2896,10,2,3,1.75,1.875,1.5,1.2,1.6
"RUS",104,2,2,2,676,0.5,3,12.755,2897,10,1,2,2.25,1.625,2.83333333333333,2.2,1.8
"RUS",104,2,2,2,676,0.5,3,12.755,2898,10,1,2.25,2.25,1.625,3,2.2,2
"RUS",104,2,2,2,676,0.5,3,12.755,2899,9,2,2.75,1.75,1.875,2.66666666666667,3,2
"RUS",104,2,2,2,676,0.5,3,12.755,2900,9,2,3.25,2.25,1.625,2.66666666666667,2.4,1.8
"RUS",104,2,2,2,676,0.5,3,12.755,2901,10,1,1.75,2.25,1.625,3.33333333333333,2.2,2.4
"RUS",104,2,2,2,676,0.5,3,12.755,2902,9,1,3.25,1.25,2.25,2.16666666666667,2.2,1.4
"RUS",104,2,2,2,676,0.5,3,12.755,2903,10,1,1.75,1,2.375,2.33333333333333,2.2,2
"RUS",104,2,2,2,676,0.5,3,12.755,2904,9,1,2.75,2.75,2.875,2.66666666666667,2.4,2.2
"RUS",105,3,3,3,880,0.511,3,15.043,2905,9,1,2,2.25,1.25,2.66666666666667,2,1.8
"RUS",105,3,3,3,880,0.511,3,15.043,2906,10,2,2.5,1.5,1.125,2.16666666666667,2,1.8
"RUS",105,3,3,3,880,0.511,3,15.043,2907,10,2,2.5,1.5,1.375,3.33333333333333,2.4,2.6
"RUS",105,3,3,3,880,0.511,3,15.043,2908,9,2,2.25,2,1.625,2.83333333333333,2,2
"RUS",105,3,3,3,880,0.511,3,15.043,2910,10,2,2.25,3,1,3.5,2.8,2.8
"RUS",105,3,3,3,880,0.511,3,15.043,2911,9,1,4,4,4,2,4,4
"RUS",105,3,3,3,880,0.511,3,15.043,2912,10,2,3,2.5,2.25,2.66666666666667,2.8,2.2
"RUS",105,3,3,3,880,0.511,3,15.043,2913,9,2,3,3,2.5,3.16666666666667,2.6,2.8
"RUS",105,3,3,3,880,0.511,3,15.043,2914,10,1,3,2.25,1,3.16666666666667,3.2,2.4
"RUS",105,3,3,3,880,0.511,3,15.043,2915,10,1,2.5,2.25,2.5,2.33333333333333,3,2
"RUS",105,3,3,3,880,0.511,3,15.043,2916,10,2,3,1.75,1.875,2.5,2.2,2.2
"RUS",105,3,3,3,880,0.511,3,15.043,2917,10,2,3,2,1.75,2.83333333333333,2.4,2.2
"RUS",105,3,3,3,880,0.511,3,15.043,2918,10,1,3,2.75,2.75,2,2.4,2.2
"RUS",105,3,3,3,880,0.511,3,15.043,2919,10,1,2.75,3,1.875,2.66666666666667,2.4,2.2
"RUS",105,3,3,3,880,0.511,3,15.043,2920,10,2,2.75,3.25,1.75,2.83333333333333,3.8,2.2
"RUS",105,3,3,3,880,0.511,3,15.043,2921,10,1,2.5,1.5,1.625,3.16666666666667,2.2,2.2
"RUS",105,3,3,3,880,0.511,3,15.043,2922,10,2,3.75,3,1.25,4,2.6,3
"RUS",105,3,3,3,880,0.511,3,15.043,2923,10,2,3,2.75,2.5,2.16666666666667,2,1.6
"RUS",105,3,3,3,880,0.511,3,15.043,2924,9,1,3,3,2.5,2.5,3.4,1.8
"RUS",105,3,3,3,880,0.511,3,15.043,2925,10,1,2.25,2.75,2.25,2.33333333333333,2.6,1.4
"RUS",105,3,3,3,880,0.511,3,15.043,2926,9,1,3.25,3.25,2.5,2.5,2.6,2.4
"RUS",105,3,3,3,880,0.511,3,15.043,2927,10,2,2,1.66666666666667,1.5,2,2.2,2
"RUS",105,3,3,3,880,0.511,3,15.043,2928,10,1,2.5,3.75,1.375,4,3.2,3.2
"RUS",105,3,3,3,880,0.511,3,15.043,2929,9,2,3,2.5,2.5,2.83333333333333,2.8,2.8
"RUS",105,3,3,3,880,0.511,3,15.043,2930,10,1,2.5,2.25,2.5,2.66666666666667,2.2,2
"RUS",105,3,3,3,880,0.511,3,15.043,2931,10,2,2.25,1,2.375,2.33333333333333,2.2,1.6
"RUS",105,3,3,3,880,0.511,3,15.043,2932,9,1,2.33333333333333,1,2.375,2.83333333333333,2.2,2.2
"RUS",105,3,3,3,880,0.511,3,15.043,2934,10,1,2.25,2,2.625,2.83333333333333,2.6,2.2
"RUS",105,3,3,3,880,0.511,3,15.043,2935,9,2,3.75,3,2.75,1.5,2.8,2.6
"RUS",105,3,3,3,880,0.511,3,15.043,2936,9,1,3.25,2.5,2.75,3,2.8,2.8
"RUS",105,3,3,3,880,0.511,3,15.043,2937,10,2,3,3,1.125,2.16666666666667,2.4,2.4
"RUS",106,1,1,4,725,0.221,3,23.016,2938,10,2,2.75,1.75,1.875,3.16666666666667,2.2,2
"RUS",106,1,1,4,725,0.221,3,23.016,2939,10,2,3,2,1.75,1.66666666666667,2.4,1.4
"RUS",106,1,1,4,725,0.221,3,23.016,2940,10,1,2.75,2.75,2,3,2.8,2.6
"RUS",106,1,1,4,725,0.221,3,23.016,2941,10,2,2.75,2,2,2.83333333333333,2.4,2.2
"RUS",106,1,1,4,725,0.221,3,23.016,2942,10,2,3,2.5,2.375,2.83333333333333,2.8,2.6
"RUS",106,1,1,4,725,0.221,3,23.016,2943,10,2,3,3,2.375,1,2.6,2.8
"RUS",106,1,1,4,725,0.221,3,23.016,2944,10,2,1.25,1,1.875,3.66666666666667,1.2,1.6
"RUS",106,1,1,4,725,0.221,3,23.016,2945,10,2,2.75,2,2.625,2.66666666666667,2.2,2.6
"RUS",106,1,1,4,725,0.221,3,23.016,2946,10,2,2,2,2.125,3.33333333333333,2.2,2
"RUS",106,1,1,4,725,0.221,3,23.016,2947,10,2,1.25,2,1.75,2.83333333333333,2.2,2.4
"RUS",106,1,1,4,725,0.221,3,23.016,2948,10,1,3.33333333333333,2.5,2.5,2.33333333333333,2.6,2.4
"RUS",106,1,1,4,725,0.221,3,23.016,2949,10,1,3,2.25,2.25,2.83333333333333,2.6,2.2
"RUS",106,1,1,4,725,0.221,3,23.016,2950,10,1,3.25,2.75,2.625,2.33333333333333,2,2.2
"RUS",106,1,1,4,725,0.221,3,23.016,2951,10,1,3,2.25,2.5,2.5,2.8,2
"RUS",106,1,1,4,725,0.221,3,23.016,2952,10,1,3.75,3,4,1.83333333333333,3.2,2.4
"RUS",106,1,1,4,725,0.221,3,23.016,2953,10,2,3,2.75,1.75,2.33333333333333,2.8,2
"RUS",106,1,1,4,725,0.221,3,23.016,2954,10,2,3,2.75,2.875,2.5,3,3
"RUS",106,1,1,4,725,0.221,3,23.016,2955,10,1,3,2,2.5,2.5,2.2,2.4
"RUS",106,1,1,4,725,0.221,3,23.016,2956,10,2,2.75,2.5,2.25,2.83333333333333,3,3
"RUS",106,1,1,4,725,0.221,3,23.016,2957,10,2,3.25,2.75,4,2.5,2.8,2.6
"RUS",106,1,1,4,725,0.221,3,23.016,2958,10,2,2.25,2,3,3,2.6,2
"RUS",106,1,1,4,725,0.221,3,23.016,2959,10,1,2.75,2.25,2.625,2.16666666666667,2.6,2
"RUS",106,1,1,4,725,0.221,3,23.016,2960,10,2,2.75,1.5,2.375,2.16666666666667,2.2,2
"RUS",106,1,1,4,725,0.221,3,23.016,2961,10,2,3.75,3.25,2.125,3,1,2.6
"RUS",106,1,1,4,725,0.221,3,23.016,2962,10,2,4,3.75,2.75,3,3.6,3
