"CNT","SCHOOLID","SHORTMATH","SHORTSCI","STDTEST","SCHLSIZE","PCGIRLS","SCHLTYPE","STRATIO","STIDSTD","GRADE","SEX","MATHINT","MATHUTIL","MATHCONF","MATHANX","COGLEARN","METACOG"
"RUS",129,1,1,2,404,0.624,3,8.08,3653,10,1,2.75,2.25,2.875,2,3,2.4
"RUS",129,1,1,2,404,0.624,3,8.08,3654,10,2,2.5,2,2.375,3,2.6,2
"RUS",129,1,1,2,404,0.624,3,8.08,3655,10,2,2.5,2,1.875,3,2.2,1.8
"RUS",129,1,1,2,404,0.624,3,8.08,3656,10,1,2.5,1.5,2.25,3,2,2
"RUS",13,1,1,2,75,0.427,3,4.688,381,9,2,2.25,2,1.375,3.16666666666667,2.4,2
"RUS",13,1,1,2,75,0.427,3,4.688,382,10,1,3,2.5,2.125,1.5,2.8,1.4
"RUS",13,1,1,2,75,0.427,3,4.688,383,10,1,2,1.75,2.625,2.16666666666667,2.6,2.2
"RUS",13,1,1,2,75,0.427,3,4.688,384,10,1,2,2,2.25,3,2.2,2
"RUS",13,1,1,2,75,0.427,3,4.688,385,9,2,2,2,2,2.66666666666667,2.2,2.2
"RUS",13,1,1,2,75,0.427,3,4.688,386,10,2,2.5,1.5,1.75,3,3,2.6
"RUS",13,1,1,2,75,0.427,3,4.688,387,10,1,1.75,1,2.125,2.66666666666667,2,2
"RUS",130,2,4,1,69,0.478,3,4.759,3657,10,2,1.25,1,1.25,3.16666666666667,2.2,2
"RUS",130,2,4,1,69,0.478,3,4.759,3658,10,2,2.25,2,2,2.66666666666667,2.4,2.4
"RUS",130,2,4,1,69,0.478,3,4.759,3659,10,1,2.5,2,2.75,2.16666666666667,2.2,1.8
"RUS",130,2,4,1,69,0.478,3,4.759,3660,10,2,2,2,1.75,2.5,2.4,2
"RUS",131,3,3,1,1094,0.484,3,14.208,3661,10,2,4,4,2.375,3.33333333333333,3.4,3.2
"RUS",131,3,3,1,1094,0.484,3,14.208,3662,10,2,3,2,1,3.33333333333333,2.8,2
"RUS",131,3,3,1,1094,0.484,3,14.208,3663,10,2,3,3,1.875,2.33333333333333,2.4,2.4
"RUS",131,3,3,1,1094,0.484,3,14.208,3664,9,2,2.25,1.75,1.85714285714286,2.5,2,2.4
"RUS",131,3,3,1,1094,0.484,3,14.208,3665,10,1,3,3,2.625,2.66666666666667,2.8,2.2
"RUS",131,3,3,1,1094,0.484,3,14.208,3666,9,2,2.5,2,2.25,2.66666666666667,2.2,2.2
"RUS",131,3,3,1,1094,0.484,3,14.208,3667,10,2,1.75,2,1.5,3.33333333333333,2,2.2
"RUS",131,3,3,1,1094,0.484,3,14.208,3668,10,2,2.5,2,2.125,2.83333333333333,2.2,2
"RUS",131,3,3,1,1094,0.484,3,14.208,3669,10,2,1.75,1.25,1.875,3.33333333333333,2.6,2.4
"RUS",131,3,3,1,1094,0.484,3,14.208,3670,10,2,2.5,2,1.875,2.66666666666667,3,2.4
"RUS",131,3,3,1,1094,0.484,3,14.208,3671,9,2,2.75,2,2,3.16666666666667,2.4,2.6
"RUS",131,3,3,1,1094,0.484,3,14.208,3672,10,1,3,2.75,2.375,2,2,2
"RUS",131,3,3,1,1094,0.484,3,14.208,3673,10,1,3.5,2,1,2.5,3.2,2.2
"RUS",131,3,3,1,1094,0.484,3,14.208,3674,10,1,2.5,1.5,1.875,3,2,2.4
"RUS",131,3,3,1,1094,0.484,3,14.208,3675,10,2,3,2.75,2.125,3,2.4,2
"RUS",131,3,3,1,1094,0.484,3,14.208,3676,9,2,2.5,2,2.375,2.5,2,2.2
"RUS",131,3,3,1,1094,0.484,3,14.208,3677,10,1,2.25,1.75,1.5,2.83333333333333,2.8,2.2
"RUS",131,3,3,1,1094,0.484,3,14.208,3678,9,2,2.25,2.25,1.375,2.33333333333333,1.8,2.4
"RUS",131,3,3,1,1094,0.484,3,14.208,3679,10,1,2,2,2.25,2.66666666666667,2.4,2.2
"RUS",131,3,3,1,1094,0.484,3,14.208,3680,9,1,2.25,3,2.25,2.83333333333333,2.8,2.4
"RUS",131,3,3,1,1094,0.484,3,14.208,3681,7,2,2,1.25,1.375,3,2.4,2.2
"RUS",131,3,3,1,1094,0.484,3,14.208,3682,10,2,2,1.25,1.125,2.83333333333333,2,2
"RUS",131,3,3,1,1094,0.484,3,14.208,3683,9,1,3,2,1.125,4,2.2,3.2
"RUS",131,3,3,1,1094,0.484,3,14.208,3684,10,1,3,2.25,2.25,3,2.6,2
"RUS",131,3,3,1,1094,0.484,3,14.208,3685,9,2,2.75,1.75,1.875,2.5,2,1.8
"RUS",131,3,3,1,1094,0.484,3,14.208,3686,10,1,3,2.5,2.75,2.33333333333333,3,2.2
"RUS",131,3,3,1,1094,0.484,3,14.208,3687,10,2,1.5,2,1.5,3.66666666666667,2.8,2.6
"RUS",131,3,3,1,1094,0.484,3,14.208,3688,10,1,3,2.25,3.25,2.16666666666667,2.2,2
"RUS",131,3,3,1,1094,0.484,3,14.208,3689,10,1,3,1.75,1.5,2.33333333333333,2.8,1.4
"RUS",131,3,3,1,1094,0.484,3,14.208,3690,9,2,2.25,2.25,2,3.16666666666667,2.4,2.2
"RUS",131,3,3,1,1094,0.484,3,14.208,3691,10,1,4,4,2.25,2.33333333333333,3.6,4
"RUS",131,3,3,1,1094,0.484,3,14.208,3692,10,2,3,2.75,1.875,2.33333333333333,2,1
"RUS",131,3,3,1,1094,0.484,3,14.208,3693,10,2,2.25,2,1.75,3,2.4,2
"RUS",131,3,3,1,1094,0.484,3,14.208,3694,9,1,2.75,2,2.125,2.66666666666667,3,2.2
"RUS",132,3,1,1,882,0.506,3,17.64,3695,10,1,2.25,2,2.125,2.83333333333333,3,2.2
"RUS",132,3,1,1,882,0.506,3,17.64,3696,9,2,2.25,1.75,2.125,2.33333333333333,3,1.8
"RUS",132,3,1,1,882,0.506,3,17.64,3697,9,2,2.75,2.25,3,2.83333333333333,3,2.8
"RUS",132,3,1,1,882,0.506,3,17.64,3698,8,2,3,2.5,1.75,2.83333333333333,2.4,2.4
"RUS",132,3,1,1,882,0.506,3,17.64,3699,8,1,2,2.25,2.25,3,2.2,2
"RUS",132,3,1,1,882,0.506,3,17.64,3700,9,2,2.25,1.75,2.25,2.16666666666667,2.8,2.2
"RUS",132,3,1,1,882,0.506,3,17.64,3701,8,2,1.75,1,1.625,2.66666666666667,2,2.4
"RUS",132,3,1,1,882,0.506,3,17.64,3702,10,2,2.5,2.5,2.57142857142857,2.5,2.6,2.4
"RUS",132,3,1,1,882,0.506,3,17.64,3703,10,1,3,2.5,2,2.33333333333333,2.8,2.2
"RUS",132,3,1,1,882,0.506,3,17.64,3704,9,2,2,1.5,2.375,2.5,2,2
"RUS",132,3,1,1,882,0.506,3,17.64,3705,9,1,1.5,1.25,2,2.83333333333333,2.2,2
"RUS",132,3,1,1,882,0.506,3,17.64,3706,9,2,2,1.75,2.125,2.16666666666667,2.4,2.2
"RUS",132,3,1,1,882,0.506,3,17.64,3707,10,2,1,1,1,4,1,1
"RUS",132,3,1,1,882,0.506,3,17.64,3708,9,1,2.75,1.25,2,2.33333333333333,2.6,2.4
"RUS",132,3,1,1,882,0.506,3,17.64,3709,9,1,2.5,2.5,2.75,2.33333333333333,3,1.8
"RUS",132,3,1,1,882,0.506,3,17.64,3710,8,2,2,2,2.375,2.5,2,2
"RUS",132,3,1,1,882,0.506,3,17.64,3711,9,1,2.5,2,2.5,1.83333333333333,2.8,2.2
"RUS",132,3,1,1,882,0.506,3,17.64,3712,9,1,2.5,2,2.25,2.5,2,2.2
"RUS",132,3,1,1,882,0.506,3,17.64,3713,9,2,2.25,2.75,2.25,2.83333333333333,2.4,2.4
"RUS",132,3,1,1,882,0.506,3,17.64,3714,9,1,4,4,3.5,1,2.6,2.8
"RUS",132,3,1,1,882,0.506,3,17.64,3715,9,2,1.75,2.5,1.75,2.33333333333333,3,1.4
"RUS",132,3,1,1,882,0.506,3,17.64,3716,10,2,4,4,3,2.33333333333333,3.6,2.4
"RUS",132,3,1,1,882,0.506,3,17.64,3717,9,2,1.5,1.5,1.25,3.5,1.4,1.4
"RUS",132,3,1,1,882,0.506,3,17.64,3718,8,1,2.75,2.5,2.375,2.5,2.8,2.6
"RUS",132,3,1,1,882,0.506,3,17.64,3719,10,1,3.25,2.5,2.75,1.5,3,2.2
"RUS",132,3,1,1,882,0.506,3,17.64,3720,9,1,2.75,1.5,2.5,2.83333333333333,2.6,2.2
"RUS",132,3,1,1,882,0.506,3,17.64,3721,9,2,2.25,1.5,1.875,2.66666666666667,2.4,1.8
"RUS",132,3,1,1,882,0.506,3,17.64,3722,9,1,1.75,1,1.625,3,2.4,1.8
"RUS",132,3,1,1,882,0.506,3,17.64,3723,9,2,2,1.5,2,2.66666666666667,2,2.2
"RUS",132,3,1,1,882,0.506,3,17.64,3724,9,2,2.75,1.5,1.625,2.66666666666667,2,1.8
"RUS",132,3,1,1,882,0.506,3,17.64,3725,10,1,3.75,1.75,1.875,2,2.6,2
"RUS",132,3,1,1,882,0.506,3,17.64,3726,9,2,1.75,1.75,1.75,2.66666666666667,2,2
"RUS",132,3,1,1,882,0.506,3,17.64,3727,9,1,1.25,1.75,2.125,2.83333333333333,2,1.8
"RUS",132,3,1,1,882,0.506,3,17.64,3728,9,1,2.25,1.25,2.625,2.5,2,2
"RUS",133,2,1,2,1095,0.551,3,16.846,3729,10,2,2.25,1.25,1,3,1.6,1.8
"RUS",133,2,1,2,1095,0.551,3,16.846,3730,9,1,2.5,2,2.625,2.5,2.2,2.2
"RUS",133,2,1,2,1095,0.551,3,16.846,3731,9,1,2,2,2.625,2.66666666666667,2.4,2.2
"RUS",133,2,1,2,1095,0.551,3,16.846,3732,9,2,3,2,3,1.83333333333333,2.2,2.4
"RUS",133,2,1,2,1095,0.551,3,16.846,3733,10,2,3.75,2.75,2.5,2,2.8,2.2
"RUS",133,2,1,2,1095,0.551,3,16.846,3734,10,1,1.25,2,2,2.33333333333333,2.4,1.6
"RUS",133,2,1,2,1095,0.551,3,16.846,3735,9,1,3,2.66666666666667,3,2,2.2,2.2
"RUS",133,2,1,2,1095,0.551,3,16.846,3736,10,1,3.25,3,2.25,2.33333333333333,2.4,2.2
"RUS",133,2,1,2,1095,0.551,3,16.846,3737,10,2,2.75,2.25,2,2.16666666666667,2.2,1.8
"RUS",133,2,1,2,1095,0.551,3,16.846,3738,9,2,2.33333333333333,2.66666666666667,1.66666666666667,2.16666666666667,2.4,2
"RUS",133,2,1,2,1095,0.551,3,16.846,3739,10,1,3,3,2.375,2.16666666666667,3,2.2
"RUS",133,2,1,2,1095,0.551,3,16.846,3740,9,1,2.5,2.75,2.125,2.83333333333333,3,2
"RUS",133,2,1,2,1095,0.551,3,16.846,3741,9,1,2.5,2.75,2.25,2.5,2.2,2
"RUS",133,2,1,2,1095,0.551,3,16.846,3742,9,2,2.75,2.5,1.5,3,2.4,2.2
"RUS",133,2,1,2,1095,0.551,3,16.846,3743,10,1,3,2.5,2.875,2.5,2.8,2
"RUS",133,2,1,2,1095,0.551,3,16.846,3744,9,2,3.25,2.75,2.625,2.66666666666667,2.6,2.6
"RUS",133,2,1,2,1095,0.551,3,16.846,3745,9,2,3.25,2.25,2.125,2.66666666666667,2.6,2.4
"RUS",133,2,1,2,1095,0.551,3,16.846,3746,9,2,2.75,2.25,1.375,3.33333333333333,2,2.4
"RUS",133,2,1,2,1095,0.551,3,16.846,3747,10,1,1.25,1,1.375,3.83333333333333,1.2,1.2
"RUS",133,2,1,2,1095,0.551,3,16.846,3748,10,1,3.5,3.5,3,2.16666666666667,3,1.8
"RUS",133,2,1,2,1095,0.551,3,16.846,3749,10,1,3,3,2.375,2,2.8,2.2
"RUS",133,2,1,2,1095,0.551,3,16.846,3750,10,1,2.75,2.5,2.5,2.16666666666667,2.4,2.2
"RUS",133,2,1,2,1095,0.551,3,16.846,3751,10,2,2.5,2.25,2.25,2.66666666666667,2.6,2.2
"RUS",133,2,1,2,1095,0.551,3,16.846,3752,10,2,3.25,2.5,2.5,2,2.8,2.2
"RUS",133,2,1,2,1095,0.551,3,16.846,3753,10,1,3,3,2.25,1.83333333333333,2.6,2
"RUS",133,2,1,2,1095,0.551,3,16.846,3754,9,1,2,2,2.625,2.66666666666667,2,2
"RUS",133,2,1,2,1095,0.551,3,16.846,3755,10,2,2,1,1.625,1.83333333333333,2.2,1.2
"RUS",133,2,1,2,1095,0.551,3,16.846,3756,9,2,2.75,2,2.85714285714286,2.8,2.8,1.8
"RUS",133,2,1,2,1095,0.551,3,16.846,3757,10,1,2.25,1.75,2,2.5,2.6,2
"RUS",133,2,1,2,1095,0.551,3,16.846,3758,10,2,2.25,1,1.75,2.66666666666667,2.4,2.6
"RUS",134,3,3,2,1218,0.536,3,14.854,3759,9,2,3.25,2.75,2.25,2,2.8,2.6
"RUS",134,3,3,2,1218,0.536,3,14.854,3760,10,1,3,2.75,2,2,2.8,2.4
"RUS",134,3,3,2,1218,0.536,3,14.854,3761,9,1,2.25,2.75,1.875,2.83333333333333,2.8,2
"RUS",134,3,3,2,1218,0.536,3,14.854,3762,10,1,2,2,2,3,2.2,2
"RUS",134,3,3,2,1218,0.536,3,14.854,3763,10,1,2.25,3,1.25,3,2.2,1.8
"RUS",134,3,3,2,1218,0.536,3,14.854,3764,9,1,3.25,3,1.25,2.33333333333333,2.2,2.4
"RUS",134,3,3,2,1218,0.536,3,14.854,3766,10,1,3.75,2.25,2.875,2.5,3.2,2.6
"RUS",134,3,3,2,1218,0.536,3,14.854,3767,10,1,3.25,2.5,2.25,3,3,2.6
"RUS",134,3,3,2,1218,0.536,3,14.854,3768,10,1,2,2,1.375,3.33333333333333,2.6,2.4
"RUS",134,3,3,2,1218,0.536,3,14.854,3769,10,1,3.5,2.5,2.75,2,2.6,2.4
"RUS",134,3,3,2,1218,0.536,3,14.854,3770,10,1,2.75,2.75,2.25,2.66666666666667,2.4,2
"RUS",134,3,3,2,1218,0.536,3,14.854,3771,9,1,2.33333333333333,3,1.75,2.83333333333333,2.6,2.4
"RUS",134,3,3,2,1218,0.536,3,14.854,3772,9,1,2.75,2.75,2.625,2.83333333333333,2.4,1.6
"RUS",134,3,3,2,1218,0.536,3,14.854,3773,10,2,1.5,1,1.25,2.83333333333333,2.8,2
"RUS",134,3,3,2,1218,0.536,3,14.854,3774,10,1,3.75,3.25,3,1.33333333333333,4,2.4
"RUS",134,3,3,2,1218,0.536,3,14.854,3775,9,1,1.75,2,2.25,2.5,1.8,2
"RUS",134,3,3,2,1218,0.536,3,14.854,3776,10,2,2.75,2.5,2.25,2.33333333333333,2.4,2.6
"RUS",134,3,3,2,1218,0.536,3,14.854,3777,9,2,2,2,2.625,2,2.8,2
"RUS",134,3,3,2,1218,0.536,3,14.854,3778,10,1,2.25,2.25,1.625,3.5,2.2,2.4
"RUS",134,3,3,2,1218,0.536,3,14.854,3779,10,1,4,2.25,2.875,2.16666666666667,3.4,2.6
"RUS",134,3,3,2,1218,0.536,3,14.854,3780,10,2,2.75,2.5,2.125,2.66666666666667,2.6,2.2
"RUS",134,3,3,2,1218,0.536,3,14.854,3781,9,2,4,4,3.375,1.66666666666667,4,4
"RUS",134,3,3,2,1218,0.536,3,14.854,3782,10,1,2.75,1.25,1.5,1.83333333333333,2.4,1.2
"RUS",134,3,3,2,1218,0.536,3,14.854,3783,9,2,1.75,1,1.375,2.66666666666667,2.2,1.8
"RUS",134,3,3,2,1218,0.536,3,14.854,3784,10,1,4,4,3.375,3.16666666666667,3,3
"RUS",134,3,3,2,1218,0.536,3,14.854,3785,10,2,1,1,1.625,2.83333333333333,2.2,2.2
"RUS",134,3,3,2,1218,0.536,3,14.854,3786,10,1,4,2.5,2.875,1.5,3.8,2.6
"RUS",134,3,3,2,1218,0.536,3,14.854,3787,9,1,2.75,2.25,2.25,2.5,2.6,2.4
"RUS",134,3,3,2,1218,0.536,3,14.854,3788,10,2,2.5,1.25,1.25,2.83333333333333,2.6,1.6
"RUS",134,3,3,2,1218,0.536,3,14.854,3789,10,1,2,1,1.5,2.16666666666667,1.8,1.2
"RUS",134,3,3,2,1218,0.536,3,14.854,3790,9,1,2.75,1.75,2.125,3,2.75,2
"RUS",134,3,3,2,1218,0.536,3,14.854,3791,8,1,2.25,2,2.375,2.16666666666667,2.2,2
"RUS",134,3,3,2,1218,0.536,3,14.854,3792,9,2,2.5,1.5,2.375,2.66666666666667,2.4,1.8
"RUS",135,1,2,2,336,0.533,3,14,3793,10,1,1,1,2.25,2.66666666666667,2,1.6
"RUS",135,1,2,2,336,0.533,3,14,3794,8,2,2.25,2,2.375,2.5,2.2,2.4
"RUS",135,1,2,2,336,0.533,3,14,3795,9,2,2,2,1.75,2.5,2.4,2
"RUS",135,1,2,2,336,0.533,3,14,3796,9,1,1.75,2.25,1.5,2.83333333333333,2,1.8
"RUS",135,1,2,2,336,0.533,3,14,3797,8,2,2,2,2.125,3,1.6,1.2
"RUS",135,1,2,2,336,0.533,3,14,3798,9,1,2.75,2.5,2.625,2.5,2.2,2.2
"RUS",135,1,2,2,336,0.533,3,14,3799,9,2,2,1.25,2.125,2.83333333333333,2,2.2
"RUS",135,1,2,2,336,0.533,3,14,3800,9,1,2.25,2.5,2.375,2.33333333333333,2.8,2.6
"RUS",135,1,2,2,336,0.533,3,14,3801,10,2,2,1.75,2.125,2.66666666666667,1.8,2
"RUS",135,1,2,2,336,0.533,3,14,3802,10,1,1,1,1.75,3,2,1.4
"RUS",135,1,2,2,336,0.533,3,14,3803,10,2,2,2,1,2.33333333333333,1,1
"RUS",135,1,2,2,336,0.533,3,14,3804,10,2,3,1.75,2.5,2.33333333333333,2.2,2
"RUS",135,1,2,2,336,0.533,3,14,3805,8,2,1.75,2,1.875,3.16666666666667,1.8,1.2
"RUS",135,1,2,2,336,0.533,3,14,3806,10,1,1.5,1.25,1.375,2.66666666666667,1.6,2.2
"RUS",135,1,2,2,336,0.533,3,14,3807,10,2,2.25,3.25,3,2.5,2.6,2.2
"RUS",135,1,2,2,336,0.533,3,14,3808,9,1,2.5,2.5,2.375,1.83333333333333,2.4,2.2
"RUS",135,1,2,2,336,0.533,3,14,3809,7,1,1.5,2,2.625,2.16666666666667,2.6,2.2
"RUS",135,1,2,2,336,0.533,3,14,3810,10,2,3,3.5,2.875,1.5,3.2,2.8
"RUS",135,1,2,2,336,0.533,3,14,3811,9,2,1.25,1.25,2.25,2.16666666666667,2.2,2
"RUS",135,1,2,2,336,0.533,3,14,3812,9,2,2,2,2.375,2.5,2,1.8
"RUS",135,1,2,2,336,0.533,3,14,3813,9,1,3,2,2.625,2,3,2.6
"RUS",135,1,2,2,336,0.533,3,14,3814,10,2,2,1.5,1.875,2.83333333333333,2.6,2
"RUS",135,1,2,2,336,0.533,3,14,3815,10,1,2,1.25,2.375,3,2.2,2.2
"RUS",135,1,2,2,336,0.533,3,14,3816,9,1,2.5,2,2.375,2,2.2,1.8
"RUS",135,1,2,2,336,0.533,3,14,3817,9,2,2,1,2,2.66666666666667,2.2,2.2
"RUS",135,1,2,2,336,0.533,3,14,3818,9,2,2.5,2.25,2.25,3.16666666666667,2.4,2.2
"RUS",135,1,2,2,336,0.533,3,14,3819,10,1,2.25,2.75,2.5,2.33333333333333,2.8,2.2
"RUS",135,1,2,2,336,0.533,3,14,3820,9,2,2,1.5,2.25,2.66666666666667,2.2,2
"RUS",135,1,2,2,336,0.533,3,14,3821,9,2,2,2,1,2.5,1.8,1.8
"RUS",135,1,2,2,336,0.533,3,14,3822,10,1,1.25,1,1.75,3.16666666666667,2.4,2
"RUS",135,1,2,2,336,0.533,3,14,3823,10,2,2.25,1.75,2.375,2.33333333333333,2.4,2.4
"RUS",135,1,2,2,336,0.533,3,14,3824,10,1,2,2,2,2.5,2.4,2
"RUS",136,1,3,1,160,0.519,3,11.034,3825,10,1,3.5,2,1.5,2.33333333333333,1.8,1.6
"RUS",136,1,3,1,160,0.519,3,11.034,3826,9,1,2.25,2,2.375,3.4,2,2.33333333333333
"RUS",136,1,3,1,160,0.519,3,11.034,3827,10,1,3,2,2.625,2.33333333333333,3,2.4
"RUS",136,1,3,1,160,0.519,3,11.034,3828,10,2,3,3.25,1.125,1.66666666666667,1.8,1.4
"RUS",136,1,3,1,160,0.519,3,11.034,3829,9,2,3.75,3.25,2.875,2.16666666666667,3.2,2.6
"RUS",136,1,3,1,160,0.519,3,11.034,3830,11,1,2.5,2,1.875,3.33333333333333,2.6,2.2
"RUS",136,1,3,1,160,0.519,3,11.034,3831,10,1,3.25,2.5,2.25,2.5,2.6,2.2
"RUS",136,1,3,1,160,0.519,3,11.034,3832,10,2,3.25,2.75,4,2.83333333333333,2.2,2.6
"RUS",136,1,3,1,160,0.519,3,11.034,3833,10,1,2.75,1.75,2.375,2.33333333333333,2.8,2
"RUS",136,1,3,1,160,0.519,3,11.034,3834,10,2,1.25,1,1.375,3.16666666666667,1.2,1
"RUS",136,1,3,1,160,0.519,3,11.034,3835,10,2,3,1.5,1.5,2.5,1,1
"RUS",136,1,3,1,160,0.519,3,11.034,3836,10,2,3.25,2.33333333333333,1.625,3,2.4,2.2
"RUS",136,1,3,1,160,0.519,3,11.034,3837,10,2,3.5,3,1.875,2.83333333333333,2.8,2.75
"RUS",136,1,3,1,160,0.519,3,11.034,3838,10,2,2.75,1.25,1.875,2.66666666666667,2.4,1.6
"RUS",136,1,3,1,160,0.519,3,11.034,3840,9,1,3,2.5,4,1.2,3.6,2.6
"RUS",136,1,3,1,160,0.519,3,11.034,3841,9,2,2.75,2,2.375,2.16666666666667,2,2
"RUS",136,1,3,1,160,0.519,3,11.034,3842,10,2,2.75,2.5,2.625,2,2.4,2
"RUS",137,1,1,2,857,0.217,3,35.708,3843,10,2,2.25,1.75,2.375,3,3,2.6
"RUS",137,1,1,2,857,0.217,3,35.708,3844,10,2,1.5,2.25,2.75,2.33333333333333,1.6,1.4
"RUS",137,1,1,2,857,0.217,3,35.708,3845,10,2,3,2.5,2,2.66666666666667,2.4,2.2
"RUS",137,1,1,2,857,0.217,3,35.708,3847,10,2,2.5,1.75,1.25,3.5,2.2,1.4
"RUS",137,1,1,2,857,0.217,3,35.708,3848,10,2,2,1.5,1.5,2.83333333333333,2.2,2.2
"RUS",137,1,1,2,857,0.217,3,35.708,3849,10,2,3.5,3,2.125,2.16666666666667,2.4,2.6
"RUS",137,1,1,2,857,0.217,3,35.708,3850,10,2,4,4,2.375,3.16666666666667,3.2,3
"RUS",137,1,1,2,857,0.217,3,35.708,3851,10,2,3.25,2.75,2.75,1.66666666666667,2.8,2
"RUS",137,1,1,2,857,0.217,3,35.708,3852,10,2,2.5,2,1.25,2.83333333333333,2.4,2
"RUS",137,1,1,2,857,0.217,3,35.708,3853,10,2,3.66666666666667,2.33333333333333,3,2,2.33333333333333,3
"RUS",137,1,1,2,857,0.217,3,35.708,3854,10,2,2.75,2.25,2.75,1.83333333333333,3,3
"RUS",137,1,1,2,857,0.217,3,35.708,3855,10,2,2,2.5,1.375,4,1.8,2.2
"RUS",137,1,1,2,857,0.217,3,35.708,3856,10,2,1,1,1.42857142857143,2.5,2,2
"RUS",137,1,1,2,857,0.217,3,35.708,3857,10,2,3.66666666666667,3,2.5,2.66666666666667,3.2,3
"RUS",137,1,1,2,857,0.217,3,35.708,3858,10,1,2,1.75,2.5,2.66666666666667,2.2,2
"RUS",137,1,1,2,857,0.217,3,35.708,3859,10,2,2.75,2,2.125,2.83333333333333,2,2
"RUS",137,1,1,2,857,0.217,3,35.708,3860,10,2,2.5,1.5,2.5,2,2.4,2
"RUS",137,1,1,2,857,0.217,3,35.708,3861,10,2,3,2.5,3,2.83333333333333,2.4,2.2
"RUS",137,1,1,2,857,0.217,3,35.708,3862,10,2,2.25,2.25,2.25,2.83333333333333,1.6,2
"RUS",137,1,1,2,857,0.217,3,35.708,3864,10,1,1.75,2,2.375,2.66666666666667,2.4,2.2
"RUS",137,1,1,2,857,0.217,3,35.708,3865,10,1,2.5,2.25,2.5,2.33333333333333,2.6,2.2
"RUS",137,1,1,2,857,0.217,3,35.708,3866,10,2,2,1.75,2,3.16666666666667,2.2,2.4
"RUS",137,1,1,2,857,0.217,3,35.708,3867,10,2,2,2,2.83333333333333,2.83333333333333,2,1.4
"RUS",137,1,1,2,857,0.217,3,35.708,3869,10,2,3,2.5,2.5,2,2.6,2.4
"RUS",137,1,1,2,857,0.217,3,35.708,3870,10,2,3,3,2.5,2,2.8,2.2
"RUS",137,1,1,2,857,0.217,3,35.708,3871,10,2,3.25,4,1.66666666666667,2.33333333333333,1.8,2.2
"RUS",137,1,1,2,857,0.217,3,35.708,3872,10,1,2.5,2.5,2.75,2.83333333333333,2.8,2.6
"RUS",137,1,1,2,857,0.217,3,35.708,3873,10,2,2.5,2.75,1.875,2,2.2,2.6
"RUS",137,1,1,2,857,0.217,3,35.708,3874,10,1,2.5,1,2.625,2.33333333333333,2,1.8
"RUS",137,1,1,2,857,0.217,3,35.708,3875,10,2,4,2,2.85714285714286,3,3,2.5
"RUS",137,1,1,2,857,0.217,3,35.708,3876,10,1,2.75,2.5,2.75,1.83333333333333,2.8,2.2
"RUS",138,3,3,2,1139,0.531,3,16.75,3877,9,2,2.25,2,2.33333333333333,2.66666666666667,2.4,2
"RUS",138,3,3,2,1139,0.531,3,16.75,3878,9,2,2.75,2,2,2.33333333333333,3,2.4
"RUS",138,3,3,2,1139,0.531,3,16.75,3879,10,2,3,2,2.375,2.5,2.2,2.4
"RUS",138,3,3,2,1139,0.531,3,16.75,3880,10,1,2.75,2.25,3.125,2.83333333333333,3,3
"RUS",138,3,3,2,1139,0.531,3,16.75,3881,10,2,3.5,2,1.625,2.83333333333333,2.8,2.4
"RUS",138,3,3,2,1139,0.531,3,16.75,3882,9,2,2.5,1.75,2.25,2.5,2,2.25
"RUS",138,3,3,2,1139,0.531,3,16.75,3883,10,2,3.25,2,1.25,2.83333333333333,2.4,1.4
"RUS",138,3,3,2,1139,0.531,3,16.75,3884,10,2,2.25,2,2.125,2.83333333333333,2.4,2.2
"RUS",138,3,3,2,1139,0.531,3,16.75,3885,10,1,3.75,2.75,2.625,1.6,3,2.4
"RUS",138,3,3,2,1139,0.531,3,16.75,3886,10,2,3,2,2.375,2.83333333333333,2,2.4
"RUS",138,3,3,2,1139,0.531,3,16.75,3887,10,1,2,1.5,1.375,3.33333333333333,1.6,1.6
"RUS",138,3,3,2,1139,0.531,3,16.75,3888,10,1,3.25,1.5,2.25,1.83333333333333,2.4,2.4
"RUS",138,3,3,2,1139,0.531,3,16.75,3889,10,1,3,2.25,2.625,2.16666666666667,3,2
"RUS",138,3,3,2,1139,0.531,3,16.75,3890,9,1,2,2,2.25,2.5,2,2
"RUS",138,3,3,2,1139,0.531,3,16.75,3891,10,1,2.25,2.75,1.5,3.16666666666667,2.4,2.4
"RUS",138,3,3,2,1139,0.531,3,16.75,3892,10,2,2.75,2.25,2.125,2,2.8,2
"RUS",138,3,3,2,1139,0.531,3,16.75,3893,10,1,2.75,1.25,1.5,3,2.6,2
"RUS",138,3,3,2,1139,0.531,3,16.75,3894,10,1,2.75,3,2.375,2.33333333333333,2.6,2.4
"RUS",138,3,3,2,1139,0.531,3,16.75,3895,9,1,3,2,2.375,2.33333333333333,2.2,2
"RUS",138,3,3,2,1139,0.531,3,16.75,3896,10,2,2.75,2,1.875,2.5,2.6,1.6
"RUS",138,3,3,2,1139,0.531,3,16.75,3897,9,1,3,2,2.14285714285714,2.33333333333333,3,2.8
"RUS",138,3,3,2,1139,0.531,3,16.75,3898,9,1,2.5,1,1.625,3.5,2,1.8
"RUS",138,3,3,2,1139,0.531,3,16.75,3899,9,2,3,2.5,1.875,2.33333333333333,2,2.2
